project,issue_key,issue_type,score,score_reason,review_action,review_note,summary,description
MDL,MDL-56515,Improvement,5,+2:authentication; +1:plugin,KEEP,,"""Authentication plugins have settings link even when they don't have any settings (i.e. No login, LTI, WS)""","""""""Steps to reproduce:  # Go to Site administration ► Plugins ► Authentication ► Manage authentication  # Enable *LTI* authentication plugin.  # Click on *Settings* link next to LTI plugin  # You will observe that it has no form and just *Save changes* button.    It would be nice not to have *Settings* link, if there is no setting to set for authentication plugin.    Same situation for other auth plugins that have no settings - No login, web services authentication, etc.  """""""
JRACLOUD,JRACLOUD-62901,Suggestion,5,+1:interface; +1:plugin; +1:module,KEEP,,"""Hide system filters""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-62901].   {panel}  h3. Problem  We cannot hide or manipulate preset filters from JIRA.  As an example, if you hide a field in JIRA and try to access a preset filter that uses that field, an error will show in JIRA. If a user is not <USER>that the field was disabled it can think this is an error or mistakenly access this filte"
JSWCLOUD,JSWCLOUD-19800,Suggestion,5,+1:api; +1:database; +1:component,KEEP,,"""Create Agile Gantt-Like Chart for Portfolio""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Portfolio Cloud*. Using *JIRA Portfolio Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JPOSERVER-1678].   {panel}  *Story:* As a C-Level leader, I want a flexible, intuitive chart view at the highest level cross-team initiatives, so that I can selectively expand/collapse any initiative to understand the work, teams, epics and blockers within it.  *Details:* * Full screen view showing a bar chart with "
CONFCLOUD,CONFCLOUD-44329,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Ability to set space permissions via REST API""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-44329].   {panel}  We have dozens of spaces and need ability to programmatically update space permissions. Otherwise it's a really wasteful manual effort."""""""
JAVA,JAVA-2345,Epic,5,+2:integration,KEEP,,"""Evergreen""","""""""Epic to track work of configuring the driver for continuous integration in [Evergreen|https://github.com/evergreen-ci]"""""""
JRACLOUD,JRACLOUD-62764,Suggestion,5,+3:architecture,KEEP,,"""Update our Installing JIRA Data Center docs to indicate unrestricted access is required between nodes""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-62764].   {panel}  In JIRA 7.2 and lower JDC uses random ports to connect to nodes, so we need nodes to have unrestricted access to each other.  Can you please updating the https://confluence.atlassian.com/display/AdminJIRAServer072/Installing+JIRA+Data+Center and below docs to indicate this?  Also we probably want to put som"
CONFCLOUD,CONFCLOUD-44312,Suggestion,5,+2:connector; +1:interface,KEEP,,"""Improve edit options for the office connector in page file previews""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-44312].   {panel}  h3. Problem Definition  It is not always clear to users how to edit a file in the Office Connector interface when previewing a file from a Confluence page. In order to edit the file, you must click on {{...}} at the top right corner of the page, and then select *Edit in office*. An example of the user e"
JRACLOUD,JRACLOUD-62755,Suggestion,5,+2:migration; +1:service,KEEP,,"""The Service Desk Migration Hub Should include the proper upgrade path""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-62755].   {panel}  Users are referred to the Migration Hub, however, the Migration Hub does not provide full upgrade instructions or caveats for the latest <USER>  Since this is the first time a requirement to upgrade has been introduced this should be explicitly covered.  """""""
JRACLOUD,JRACLOUD-62745,Suggestion,5,+2:connector; +1:protocol,KEEP,,"""Switch the default Tomcat connector protocol from HTTP/1.1 to org.apache.coyote.http11.Http11NioProtocol""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-62745].   {panel}  h2. Problem  The HTTP/1.1 connector defaults to blocking, which can cause a high number of CPU threads.   h2. Solution Confluence has already changed the default Tomcat connector to an NIO connector using {{org.apache.coyote.http11.Http11NioProtocol}}, JIRA should consider doing the same."""""""
CONFCLOUD,CONFCLOUD-61057,Suggestion,5,+3:jwt,KEEP,,"""Allow atlassian-connect-express validate JWT's hash in payload""",
CONFCLOUD,CONFCLOUD-44224,Suggestion,5,+2:connector; +1:plugin,KEEP,,"""Copy page does not work correct when contains skype connector""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-44224].   {panel}  h3. Summary If Internet Explorer contains the skype plugin Click to Call, Copying pages will not work correctly.  h3. Environment * IE 11  h3. Steps to Reproduce # Have a page that contains a phone number # Have IE with the Skype [Click to call|https://www.skype.com/en/download-skype/click-to-call/] plu"
MDL,MDL-56266,Task,5,+2:new api; +1:api,KEEP,,"""Migrate to Google reCAPTCHA v2 API""","""""""The reCAPTCHA v2 came out in December 2014.  It is no longer possible to obtain new v1 API keys.  We need to obtain/rewrite a new API layer for reCAPTCHA.    See https://developers.google.com/recaptcha/docs/faq#what-happens-to-recaptcha-v1 for information.  V1 isn't going away, but it's going to get harder and harder to actually use it because API keys are no longer given out."""""""
EVG,EVG-1240,New Feature,5,+2:authorization,KEEP,,"""Ability to select data from different executions of the same task for display in waterfall or dashboard""","""""""As a follow-up to EVG-1239, it will be great to have the ability to select data from different executions for display purposes. I sometime found myself in a situation that the multiple tests in a task are changing when re-executed, unfortunately not in the same direction. For instance, a task may have tests 1 to 5. The first execution might run into some condition that caused test 2 to be unreliable so I would re-run and get a good test 2. However, in the re-run, test 3 might hit a different "
JRACLOUD,JRACLOUD-64472,Suggestion,5,+2:migration; +1:database,KEEP,,"""Support for Importing from Trac Using Databases Other than SQLite to the Atlassian Cloud""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-64472].   {panel}  h3. Problem Definition Customer would like to import Trac data into their Atlassian Cloud instance however the Trac DB is PostgreSQL. Per the [JIM Importing Issues|https://confluence.atlassian.com/cloud/importing-issues-692420684.html#ImportingIssues-ImportingissuesfromCSVfiles,FogBugzOnDemand,PivotalTracke"
JRACLOUD,JRACLOUD-64545,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Allow proper import of Agile Sprints""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-64545].   {panel}  Currently the only missing piece for a proper import of Agile data (from JIRA Agile or other systems) is the inability to import Sprints.  While JSON importer can import Sprint assignments, it cannot import the Sprints themselves.   Current REST API of JIRA Agile does not allow user to edit the Sprint statu"
JRACLOUD,JRACLOUD-64519,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Import Issue history from Redmine""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-64519].   {panel}  Redmine REST API allows to import issue history via Journals - we could support that"""""""
JRACLOUD,JRACLOUD-64494,Suggestion,5,+2:migration; +1:module,KEEP,,"""Allow Trac Import module to read from a local file on server""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *JIRA Cloud*. Using *JIRA Server*? [See the corresponding suggestion|http://<USER>atlassian.com/browse/JRASERVER-64494].   {panel}  Hello team, To make migration more simple I would like to suggest a improvement: allow Trac module to read a local file to perform an import (similar with JIRA XML restore), as an option when browser upload is not a good alternative.  Thanks!"""""""
BAM,BAM-17916,Suggestion,5,+2:rest api; +1:api,KEEP,,"""REST API for linking test cases to JIRA issues""","""""""h3. Problem Definition  Some customers have scripts which analyze test failures and link them to existing JIRA issues - particularly useful when 50 test failures are all linked to the same underlying JIRA issue, it is much easier to link them programmatically than manually.     h3. Suggested Solution  REST API which will allows you to link test cases to Jira issues.   """""""
CONFCLOUD,CONFCLOUD-44115,Suggestion,5,+2:rest api; +1:api,KEEP,,"""Need longtask REST API to return most recent data first""","""""""{panel:bgColor=#e7f4fa}   *NOTE:* This suggestion is for *Confluence Cloud*. Using *Confluence Server*? [See the corresponding suggestion|http://jira.<USER>browse/CONFSERVER-44115].   {panel}  h3. Problem There are some points that could be enhanced on longtask REST API call:  https://docs.<USER>atlassian-<USER>REST/latest/#longtask-getTask  There seems to be a number of problems with this API # There is no timestamp # The data returned seems to be randomly ordered in terms of time it was gen"
