id,issue_key,project,issue_type,summary,description,status,priority,created,updated,text,comments,predicted_label,label_name,confidence
385683,MULE-13690,MULE,Bug,"""Logger not able to resolve expression""","""""""Deploy the attached application and hit the endpoint:  {{curl -X GET http://localhost:8081/test-http-wsc}}    The following error is returned when trying to resolve the {{#[payload.wsc_fields.operation]}}:  {code:none}  ERROR 2017-06-08 23:31:39,918 [[MuleRuntime].cpuLight.04] org.mule.runtime.core.exception.OnErrorPropagateHandler:  ********************************************************************************  Message               : """"""""Trying to output non-whitespace characters outside main element tree (in prolog or epilog)"""""""" evaluating expression: """"""""#[payload.wsc_fields.operation]""""""""..  Payload Type          : org.mule.runtime.core.internal.streaming.bytes.ManagedCursorStreamProvider  FlowStack             : at httpXmlPayloadWscWithoutSecurityFlow(httpXmlPayloadWscWithoutSecurityFlow/processors/1 @ default:null:30)  Element               : httpXmlPayloadWscWithoutSecurityFlow/processors/1 @ default:null:30  Element XML           : <logger level=""""""""INFO"""""""" message=""""""""#[payload.wsc_fields.operation]""""""""></logger>  --------------------------------------------------------------------------------  Root Exception stack trace:  javax.xml.stream.XMLStreamException: Trying to output non-whitespace characters outside main element tree (in prolog or epilog)          at com.ctc.wstx.sw.BaseStreamWriter.throwOutputError(BaseStreamWriter.java:1564)          at com.ctc.wstx.sw.BaseStreamWriter.reportNwfStructure(BaseStreamWriter.java:1593)          at com.ctc.wstx.sw.BaseStreamWriter.writeCharacters(BaseStreamWriter.java:420)          at com.sun.xml.internal.txw2.output.DelegatingXMLStreamWriter.writeCharacters(DelegatingXMLStreamWriter.java:141)          at com.sun.xml.internal.txw2.output.IndentingXMLStreamWriter.writeCharacters(IndentingXMLStreamWriter.java:183)          at org.mule.weave.v2.module.xml.writer.XmlWriter.writeValue(XmlWriter.scala:66)          at org.mule.weave.v2.el.MuleTypedValueWriter.writeValue(MuleTypedValueWriter.scala:38)          at org.mule.weave.v2.module.writer.WriterHelper$.write(Writer.scala:35)          at org.mule.weave.v2.interpreted.InterpretedExecutableWeave.write(InterpreterCompilerPhase.scala:153)          at org.mule.weave.v2.el.WeaveExpressionLanguage.$anonfun$evaluate$1(WeaveExpressionLanguage.scala:82)          at org.mule.weave.v2.el.WeaveExpressionLanguage.doEvaluate(WeaveExpressionLanguage.scala:114)          at org.mule.weave.v2.el.WeaveExpressionLanguage.evaluate(WeaveExpressionLanguage.scala:79)          at org.mule.runtime.core.el.DataWeaveExpressionLanguageAdaptor.lambda$evaluate$3(DataWeaveExpressionLanguageAdaptor.java:131)          at org.mule.runtime.core.el.DataWeaveExpressionLanguageAdaptor.sanitizeAndEvaluate(DataWeaveExpressionLanguageAdaptor.java:177)          at org.mule.runtime.core.el.DataWeaveExpressionLanguageAdaptor.evaluate(DataWeaveExpressionLanguageAdaptor.java:131)          at org.mule.runtime.core.el.ExpressionLanguageAdaptorHandler.evaluate(ExpressionLanguageAdaptorHandler.java:106)          at org.mule.runtime.core.el.DefaultExpressionManager.evaluate(DefaultExpressionManager.java:131)          at org.mule.runtime.core.el.DefaultExpressionManager.evaluate(DefaultExpressionManager.java:121)          at org.mule.runtime.core.el.DefaultExpressionManager.parse(DefaultExpressionManager.java:235)          at org.mule.runtime.core.api.processor.LoggerMessageProcessor.log(LoggerMessageProcessor.java:76)          at org.mule.runtime.core.api.processor.LoggerMessageProcessor.lambda$process$0(LoggerMessageProcessor.java:62)          at org.mule.runtime.core.api.util.func.CheckedFunction.apply(CheckedFunction.java:19)          at org.mule.runtime.core.api.util.StreamingUtils$1.applyChecked(StreamingUtils.java:51)          at org.mule.runtime.core.api.util.StreamingUtils$1.applyChecked(StreamingUtils.java:47)          at org.mule.runtime.core.api.util.func.CheckedFunction.apply(CheckedFunction.java:19)          at org.mule.runtime.core.api.util.StreamingUtils.withCursoredEvent(StreamingUtils.java:71)          at org.mule.runtime.core.api.processor.LoggerMessageProcessor.process(LoggerMessageProcessor.java:61)          at org.mule.runtime.core.api.processor.Processor.lambda$apply$0(Processor.java:53)          at org.mule.runtime.core.api.util.func.CheckedFunction.apply(CheckedFunction.java:19)          at org.mule.runtime.core.api.rx.Exceptions.lambda$checkedFunction$3(Exceptions.java:87)          at org.mule.runtime.core.internal.util.rx.Operators.lambda$nullSafeMap$0(Operators.java:37)  {code}    Flow:  {code:xml}      <flow name=""""""""httpXmlPayloadWscWithoutSecurityFlow"""""""">           <http:listener responseStreamingMode=""""""""AUTO"""""""" path=""""""""/test-http-wsc"""""""" config-ref=""""""""http_listener_config""""""""/>           <ee:transform>               <ee:message>                   <ee:set-payload>                       %dw 2.0                       output application/xml                       ---                       wsc_fields : {                           operation: """"""""echo"""""""",                           body_test: """"""""test""""""""                       }                   </ee:set-payload>               </ee:message>           </ee:transform>           <logger level=""""""""INFO"""""""" message=""""""""#[payload.wsc_fields.operation]""""""""/>       </flow>  {code}""""""",Closed,Blocker,2017-10-02 22:14:19,2017-10-19 16:49:36,"""Logger not able to resolve expression"" [SEP] """"""Deploy the attached application and hit the endpoint:  {{curl -X GET http://localhost:8081/test-http-wsc}}    The following error is returned when trying to resolve the {{#[payload.wsc_fields.operation]}}:  {code:none}  ERROR 2017-06-08 23:31:39,918 [[MuleRuntime].cpuLight.04] org.mule.runtime.core.exception.OnErrorPropagateHandler:  ********************************************************************************  Message               : """"""""Trying to output non-whitespace characters outside main element tree (in prolog or epilog)"""""""" evaluating expression: """"""""#[payload.wsc_fields.operation]""""""""..  Payload Type          : org.mule.runtime.core.internal.streaming.bytes.ManagedCursorStreamProvider  FlowStack             : at httpXmlPayloadWscWithoutSecurityFlow(httpXmlPayloadWscWithoutSecurityFlow/processors/1 @ default:null:30)  Element               : httpXmlPayloadWscWithoutSecurityFlow/processors/1 @ default:null:30  Element XML           : <logger level=""""""""INFO"""""""" message=""""""""#[payload.wsc_fields.operation]""""""""></logger>  --------------------------------------------------------------------------------  Root Exception stack trace:  javax.xml.stream.XMLStreamException: Trying to output non-whitespace characters outside main element tree (in prolog or epilog)          at com.ctc.wstx.sw.BaseStreamWriter.throwOutputError(BaseStreamWriter.java:1564)          at com.ctc.wstx.sw.BaseStreamWriter.reportNwfStructure(BaseStreamWriter.java:1593)          at com.ctc.wstx.sw.BaseStreamWriter.writeCharacters(BaseStreamWriter.java:420)          at com.sun.xml.internal.txw2.output.DelegatingXMLStreamWriter.writeCharacters(DelegatingXMLStreamWriter.java:141)          at com.sun.xml.internal.txw2.output.IndentingXMLStreamWriter.writeCharacters(IndentingXMLStreamWriter.java:183)          at org.mule.weave.v2.module.xml.writer.XmlWriter.writeValue(XmlWriter.scala:66)          at org.mule.weave.v2.el.MuleTypedValueWriter.writeValue(MuleTypedValueWriter.scala:38)          at org.mule.weave.v2.module.writer.WriterHelper$.write(Writer.scala:35)          at org.mule.weave.v2.interpreted.InterpretedExecutableWeave.write(InterpreterCompilerPhase.scala:153)          at org.mule.weave.v2.el.WeaveExpressionLanguage.$anonfun$evaluate$1(WeaveExpressionLanguage.scala:82)          at org.mule.weave.v2.el.WeaveExpressionLanguage.doEvaluate(WeaveExpressionLanguage.scala:114)          at org.mule.weave.v2.el.WeaveExpressionLanguage.evaluate(WeaveExpressionLanguage.scala:79)          at org.mule.runtime.core.el.DataWeaveExpressionLanguageAdaptor.lambda$evaluate$3(DataWeaveExpressionLanguageAdaptor.java:131)          at org.mule.runtime.core.el.DataWeaveExpressionLanguageAdaptor.sanitizeAndEvaluate(DataWeaveExpressionLanguageAdaptor.java:177)          at org.mule.runtime.core.el.DataWeaveExpressionLanguageAdaptor.evaluate(DataWeaveExpressionLanguageAdaptor.java:131)          at org.mule.runtime.core.el.ExpressionLanguageAdaptorHandler.evaluate(ExpressionLanguageAdaptorHandler.java:106)          at org.mule.runtime.core.el.DefaultExpressionManager.evaluate(DefaultExpressionManager.java:131)          at org.mule.runtime.core.el.DefaultExpressionManager.evaluate(DefaultExpressionManager.java:121)          at org.mule.runtime.core.el.DefaultExpressionManager.parse(DefaultExpressionManager.java:235)          at org.mule.runtime.core.api.processor.LoggerMessageProcessor.log(LoggerMessageProcessor.java:76)          at org.mule.runtime.core.api.processor.LoggerMessageProcessor.lambda$process$0(LoggerMessageProcessor.java:62)          at org.mule.runtime.core.api.util.func.CheckedFunction.apply(CheckedFunction.java:19)          at org.mule.runtime.core.api.util.StreamingUtils$1.applyChecked(StreamingUtils.java:51)          at org.mule.runtime.core.api.util.StreamingUtils$1.applyChecked(StreamingUtils.java:47)          at org.mule.runtime.core.api.util.func.CheckedFunction.apply(CheckedFunction.java:19)          at org.mule.runtime.core.api.util.StreamingUtils.withCursoredEvent(StreamingUtils.java:71)          at org.mule.runtime.core.api.processor.LoggerMessageProcessor.process(LoggerMessageProcessor.java:61)          at org.mule.runtime.core.api.processor.Processor.lambda$apply$0(Processor.java:53)          at org.mule.runtime.core.api.util.func.CheckedFunction.apply(CheckedFunction.java:19)          at org.mule.runtime.core.api.rx.Exceptions.lambda$checkedFunction$3(Exceptions.java:87)          at org.mule.runtime.core.internal.util.rx.Operators.lambda$nullSafeMap$0(Operators.java:37)  {code}    Flow:  {code:xml}      <flow name=""""""""httpXmlPayloadWscWithoutSecurityFlow"""""""">           <http:listener responseStreamingMode=""""""""AUTO"""""""" path=""""""""/test-http-wsc"""""""" config-ref=""""""""http_listener_config""""""""/>           <ee:transform>               <ee:message>                   <ee:set-payload>                       %dw 2.0                       output application/xml                       ---                       wsc_fields : {                           operation: """"""""echo"""""""",                           body_test: """"""""test""""""""                       }                   </ee:set-payload>               </ee:message>           </ee:transform>           <logger level=""""""""INFO"""""""" message=""""""""#[payload.wsc_fields.operation]""""""""/>       </flow>  {code}""""""",,,,
385684,MULE-13687,MULE,Bug,"""ExtensionModel DTO missing the ErrorModel attribute""","""""""ErrorModel DTO is not being used, although it was implemented.   Add test to validate. """"""",Resolved,To be reviewed,2017-10-02 18:37:11,2018-10-03 16:07:45,"""ExtensionModel DTO missing the ErrorModel attribute"" [SEP] """"""ErrorModel DTO is not being used, although it was implemented.   Add test to validate. """"""",,,,
385685,MULE-13686,MULE,Task,"""ExtensionModel DTO missing the ErrorModel attribute""","""""""ErrorModel DTO is not being used, although it has been implemented.  Add test to validate. """"""",Done,Major,2017-10-02 18:34:20,2018-09-12 14:46:02,"""ExtensionModel DTO missing the ErrorModel attribute"" [SEP] """"""ErrorModel DTO is not being used, although it has been implemented.  Add test to validate. """"""",,,,
385686,MULE-13685,MULE,Bug,"""ClassInformationAnnotation should also have the class.simpleName so DslSyntaxResolver do not need to access the class""","""""""When resolving DslSyntax the code is trying to access the class to get the simple name, this won't work when the class is not available in class loader, there is already an annotation with the information about the class that should also provide the simple name so it can be used on  scenarios like this one.""""""",Closed,Critical,2017-10-02 18:03:15,2017-10-18 16:06:59,"""ClassInformationAnnotation should also have the class.simpleName so DslSyntaxResolver do not need to access the class"" [SEP] """"""When resolving DslSyntax the code is trying to access the class to get the simple name, this won't work when the class is not available in class loader, there is already an annotation with the information about the class that should also provide the simple name so it can be used on  scenarios like this one.""""""","""ClassInformation already contains the canonical class name. Adding this would be redundant""",,,
385687,MULE-13684,MULE,Bug,"""Min processing time is always zero ""","""""""The issue can be solved adding an if and checking  if the minProcessingTime is zero or not.""""""",Open,To be reviewed,2017-10-02 16:29:13,2018-10-05 23:14:35,"""Min processing time is always zero "" [SEP] """"""The issue can be solved adding an if and checking  if the minProcessingTime is zero or not.""""""",,,,
385688,MULE-13683,MULE,Bug,"""Problem with sending the email using by Email connector ""","""""""Details from console:     Message : Error while sending email: 530 5.7.0 Must issue a STARTTLS command first. x17sm7158498wrg.50 - gsmtp   (org.mule.extension.email.api.exception.EmailException).  Error Type : MULE:UNKNOWN  Element : exampleFlow/processors/2 @ Sending-a-CSV-file-through-Email-using-SMTP:Sending a CSV file through Email using SMTP.xml:35 (Send)  Element XML : <email:send config-ref=""""""""Email_SMTP"""""""" doc:name=""""""""Send"""""""" doc:id=""""""""2deb1d61-0a75-49a7-9c85-fe25a0ff0aef"""""""" toAddresses=""""""""#[['<EMAIL>']]"""""""">  <email:body contentType=""""""""text/plain"""""""" encoding=""""""""UTF-8""""""""></email:body>  </email:send>     """"""",Closed,Blocker,2017-10-02 16:25:06,2017-10-12 04:54:27,"""Problem with sending the email using by Email connector "" [SEP] """"""Details from console:     Message : Error while sending email: 530 5.7.0 Must issue a STARTTLS command first. x17sm7158498wrg.50 - gsmtp   (org.mule.extension.email.api.exception.EmailException).  Error Type : MULE:UNKNOWN  Element : exampleFlow/processors/2 @ Sending-a-CSV-file-through-Email-using-SMTP:Sending a CSV file through Email using SMTP.xml:35 (Send)  Element XML : <email:send config-ref=""""""""Email_SMTP"""""""" doc:name=""""""""Send"""""""" doc:id=""""""""2deb1d61-0a75-49a7-9c85-fe25a0ff0aef"""""""" toAddresses=""""""""#[['<EMAIL>']]"""""""">  <email:body contentType=""""""""text/plain"""""""" encoding=""""""""UTF-8""""""""></email:body>  </email:send>     """"""","""The SMTPS connection with a TLSContext has to be used in order to use a secure connection, that's why the STARTTLS command error occurs.     Please try with an SMTPS connection and check the configurations for your server.     We are improving the Email errors in #MULE-13682, so it is easier to identify this kind of issues.""",,,
385689,MULE-13682,MULE,Bug,"""Rework Email Errors""","""""""*Rework Email Errors*    Email errors don't cover a lot of cases, we need to review it ASAP.""""""",Closed,Critical,2017-10-02 15:59:08,2017-10-24 21:28:51,"""Rework Email Errors"" [SEP] """"""*Rework Email Errors*    Email errors don't cover a lot of cases, we need to review it ASAP.""""""","""who takes it, can continue this branch https://github.com/mulesoft/mule-email-connector/tree/MULE-13682"" [SEP] "".     """,,,
385690,MULE-13679,MULE,Task,"""Remove reactor operator error hook""","""""""The current mechanism for handling error in reactor relies on registering a hook to translate any exception to a MessagingException.    It should be migrated to use https://projectreactor.io/docs/core/release/api/reactor/util/context/Context.html keeping into account that many plugins with just api access may want to use that.    Ref: http://projectreactor.io/docs/core/release/reference/docs/index.html#context""""""",Done,Critical,2017-10-02 14:59:43,2017-10-24 16:33:16,"""Remove reactor operator error hook"" [SEP] """"""The current mechanism for handling error in reactor relies on registering a hook to translate any exception to a MessagingException.    It should be migrated to use https://projectreactor.io/docs/core/release/api/reactor/util/context/Context.html keeping into account that many plugins with just api access may want to use that.    Ref: http://projectreactor.io/docs/core/release/reference/docs/index.html#context""""""",,,,
385691,MULE-13678,MULE,Bug,"""When more than one regex is used as a file system, trim is not performed""","""""""When more than one regex is used as a file system, trim is not performed""""""",Resolved,To be reviewed,2017-10-02 14:45:59,2018-10-05 23:12:19,"""When more than one regex is used as a file system, trim is not performed"" [SEP] """"""When more than one regex is used as a file system, trim is not performed""""""",,,,
385692,MULE-13677,MULE,Enhancement Request,"""Add a way to export additional container packages for integration tests""","""""""Some integration tests for the container need to access packages that are not part of the API. There has to be a way to be able to export those packages for testing purposes as it is not possible to refactor all the tests to avoid it.    This new feature must be available only until those tests can be adapted to avoid using non public APIs.""""""",Resolved,To be reviewed,2017-10-02 14:21:32,2018-10-03 16:29:53,"""Add a way to export additional container packages for integration tests"" [SEP] """"""Some integration tests for the container need to access packages that are not part of the API. There has to be a way to be able to export those packages for testing purposes as it is not possible to refactor all the tests to avoid it.    This new feature must be available only until those tests can be adapted to avoid using non public APIs.""""""",,,,
385693,MULE-13676,MULE,Bug,"""FlowRunner.run throws the exception even if the flow has an on-error-continue error handler""","""""""In the case where an on-error-continue is triggered, there is a inconsistent behavior when using flowRunner:    *run* throws the exception while *runExpectionException* fails because no exception was thrown.    This inconsistency might be hiding some bugs in the error handling logic.    Change the config in *ExceptionStrategyCommonScenariosTestCase* to reproduce.""""""",Closed,Minor,2017-10-02 13:53:04,2017-10-11 22:10:58,"""FlowRunner.run throws the exception even if the flow has an on-error-continue error handler"" [SEP] """"""In the case where an on-error-continue is triggered, there is a inconsistent behavior when using flowRunner:    *run* throws the exception while *runExpectionException* fails because no exception was thrown.    This inconsistency might be hiding some bugs in the error handling logic.    Change the config in *ExceptionStrategyCommonScenariosTestCase* to reproduce.""""""",,,,
